SeriesInstanceUID,dcm_file_count
1.2.826.0.1.3680043.8.498.11142201671529476775897690400906194722,220
1.2.826.0.1.3680043.8.498.11145695452143851764832708867797988068,56
1.2.826.0.1.3680043.8.498.11146989237055522149729359431634567408,19
1.2.826.0.1.3680043.8.498.11152016984760676579023118100834532556,162
1.2.826.0.1.3680043.8.498.11155450574758931314992598281023301887,30
1.2.826.0.1.3680043.8.498.11156813446834859535376047813105754899,256
1.2.826.0.1.3680043.8.498.11161204043710023971639881771532046119,647
1.2.826.0.1.3680043.8.498.11163718560814217911019576488539324434,114
1.2.826.0.1.3680043.8.498.11168135403848565640837639794572019629,26
1.2.826.0.1.3680043.8.498.11169166846047394667661419066941824680,40
1.2.826.0.1.3680043.8.498.11177738752084078733311036351188152910,530
1.2.826.0.1.3680043.8.498.11180448265514413124616725422454637978,499
1.2.826.0.1.3680043.8.498.11180702896126949393854398686563453074,609
1.2.826.0.1.3680043.8.498.11180942539176085375248517269134301398,40
1.2.826.0.1.3680043.8.498.11181169183824799154581840733584923237,438
1.2.826.0.1.3680043.8.498.11183727176682315478749517774130068307,22
1.2.826.0.1.3680043.8.498.11187626152188553800175141985137099157,188
1.2.826.0.1.3680043.8.498.11187873359799099654124560432865747912,27
1.2.826.0.1.3680043.8.498.11190652666544389417628360907856914426,152
1.2.826.0.1.3680043.8.498.11193171487119453434977809015247483388,286
1.2.826.0.1.3680043.8.498.11195078517196698761305795362083064507,393
1.2.826.0.1.3680043.8.498.11197360217163173903321968754970085565,201
1.2.826.0.1.3680043.8.498.11198040458062989149103739659161155437,273
1.2.826.0.1.3680043.8.498.11198791437802468548828730795882522615,235
1.2.826.0.1.3680043.8.498.11199051278778805955921265024399373942,26
1.2.826.0.1.3680043.8.498.11206223723241990897106852410554670141,533
1.2.826.0.1.3680043.8.498.11207643499429599225856724495933714772,259
1.2.826.0.1.3680043.8.498.11208788596258922886794998326857227331,289
1.2.826.0.1.3680043.8.498.11209154066287621986869248413962310439,704
1.2.826.0.1.3680043.8.498.11214867600930976749338633984904421919,1
1.2.826.0.1.3680043.8.498.11216821531570840286968066596453013331,34
1.2.826.0.1.3680043.8.498.11221457333679790789249514142363558450,554
1.2.826.0.1.3680043.8.498.11223419982313735875305299860621169952,196
1.2.826.0.1.3680043.8.498.11223826627587560578696942645215348393,19
1.2.826.0.1.3680043.8.498.11223896769290035757931559416054449080,18
1.2.826.0.1.3680043.8.498.11225779154546468015210982799527058320,258
1.2.826.0.1.3680043.8.498.11231019858377850021999891102731187707,34
1.2.826.0.1.3680043.8.498.11231758366595755935666026631714106794,31
1.2.826.0.1.3680043.8.498.11234903033942003811075325390362290572,162
1.2.826.0.1.3680043.8.498.11237070905603695673756880464445735265,330
1.2.826.0.1.3680043.8.498.11243118664926129895559041363436496342,579
1.2.826.0.1.3680043.8.498.11255692994952509332955029827129696444,168
1.2.826.0.1.3680043.8.498.11258822070953351343502606672659304036,217
1.2.826.0.1.3680043.8.498.11260672296408433852355455821741549623,1
1.2.826.0.1.3680043.8.498.11262581791077291971466900670963764860,204
1.2.826.0.1.3680043.8.498.11267830673502537287051638545979863940,112
1.2.826.0.1.3680043.8.498.11271916677053136775815952743796577450,1
1.2.826.0.1.3680043.8.498.11280194410055130120299252196837607888,188
1.2.826.0.1.3680043.8.498.11282477994460958265052982854166951883,32
1.2.826.0.1.3680043.8.498.11283060280124241416746713304089513896,405
1.2.826.0.1.3680043.8.498.11283195654750677589720809120150260110,28
1.2.826.0.1.3680043.8.498.11285923913183642375623934809026707209,186
1.2.826.0.1.3680043.8.498.11289512197100034208363716951255861352,404
1.2.826.0.1.3680043.8.498.11289672145177771556132589479598468044,402
1.2.826.0.1.3680043.8.498.11289699692644391895099696492976982366,593
1.2.826.0.1.3680043.8.498.11292203154407642658894712229998766945,182
1.2.826.0.1.3680043.8.498.11297692437827615132812189151469866419,142
1.2.826.0.1.3680043.8.498.11299353973283364103078238132258571333,23
1.2.826.0.1.3680043.8.498.11303019814329419773161643689336120892,234
1.2.826.0.1.3680043.8.498.11304226817806458732827210015610897142,331
1.2.826.0.1.3680043.8.498.11305321556117340696117255717107189681,1
1.2.826.0.1.3680043.8.498.11310301359106918904455055666656942876,68
1.2.826.0.1.3680043.8.498.11311428660115828381389337940298790776,515
1.2.826.0.1.3680043.8.498.11311586363647713054053872215270276961,220
1.2.826.0.1.3680043.8.498.11321418544117702275181808819624283917,357
1.2.826.0.1.3680043.8.498.11328273156731209039318483588057306728,296
1.2.826.0.1.3680043.8.498.11335984822170480785437772707274062775,1
1.2.826.0.1.3680043.8.498.11338876817962839639307338648743335890,383
1.2.826.0.1.3680043.8.498.11344512662123420448614612981686811648,902
1.2.826.0.1.3680043.8.498.11348282879659274072576468418249845160,142
1.2.826.0.1.3680043.8.498.11349904507068886456204274368984280322,146
1.2.826.0.1.3680043.8.498.11351193231585679824720896039708174736,34
1.2.826.0.1.3680043.8.498.11353979803094578411221663874100151213,539
1.2.826.0.1.3680043.8.498.11357779255198885972476959541890429172,49
1.2.826.0.1.3680043.8.498.11358507727385464964593615009736129891,733
1.2.826.0.1.3680043.8.498.11362594742849845937638082003271998271,327
1.2.826.0.1.3680043.8.498.11363374509921130567650885575509091331,204
1.2.826.0.1.3680043.8.498.11365284001363018418657718683957139130,275
1.2.826.0.1.3680043.8.498.11365717786702723641614356829695498020,52
1.2.826.0.1.3680043.8.498.11372061853402449037369049156723539007,144
1.2.826.0.1.3680043.8.498.11379620691881957966731985280100445231,301
1.2.826.0.1.3680043.8.498.11379849694871945592798001651372219224,328
1.2.826.0.1.3680043.8.498.11383909720108976088603568430515273556,773
1.2.826.0.1.3680043.8.498.11384937604099549166426782044286851454,34
1.2.826.0.1.3680043.8.498.11385594466291291650563467949316281876,25
1.2.826.0.1.3680043.8.498.11386599795903118998264287357268322374,26
1.2.826.0.1.3680043.8.498.11388002324752321733907722301370848577,164
1.2.826.0.1.3680043.8.498.11391946787693131198007014169799168235,662
1.2.826.0.1.3680043.8.498.11395578371827810551995737183359910223,338
1.2.826.0.1.3680043.8.498.11396089578758057333831232441106022580,657
1.2.826.0.1.3680043.8.498.11396958000946738156009956455739305762,1
1.2.826.0.1.3680043.8.498.11404011446659774582762224795215976858,45
1.2.826.0.1.3680043.8.498.11405381517369253016044469236816826574,95
1.2.826.0.1.3680043.8.498.11408719187697167426820483380688040231,32
1.2.826.0.1.3680043.8.498.11408922694550763228909918276799474464,288
1.2.826.0.1.3680043.8.498.11409464964323802094780698657136090018,45
1.2.826.0.1.3680043.8.498.11410889729948411695640494380677689291,196
1.2.826.0.1.3680043.8.498.11413491444098278593988251543229368542,128
1.2.826.0.1.3680043.8.498.11413712438954610564740414556892428188,139
1.2.826.0.1.3680043.8.498.11414208918736974095500807474279289686,162
1.2.826.0.1.3680043.8.498.11416244241210150189281248953289508283,948
1.2.826.0.1.3680043.8.498.11416327389114798271002249715653064718,58
1.2.826.0.1.3680043.8.498.11417944086982619242188466469068615128,39
1.2.826.0.1.3680043.8.498.11418132247430781654643657358578847995,223
1.2.826.0.1.3680043.8.498.11422928060228360802778018026859204182,217
1.2.826.0.1.3680043.8.498.11424791872144105045252084806718835697,599
1.2.826.0.1.3680043.8.498.11428543963239795467529379012952726366,136
1.2.826.0.1.3680043.8.498.11428700309504125255910025699608666633,122
1.2.826.0.1.3680043.8.498.11431244992567025112766170757224189701,196
1.2.826.0.1.3680043.8.498.11431853092322033942451801825977553068,507
1.2.826.0.1.3680043.8.498.11432740655934005566264933201479788356,76
1.2.826.0.1.3680043.8.498.11434879053165917053813282262078330357,200
1.2.826.0.1.3680043.8.498.11441790789306811675186306097229756486,603
1.2.826.0.1.3680043.8.498.11446428072217115850369707871047857971,1
1.2.826.0.1.3680043.8.498.11447163510167373317534935440524668726,227
1.2.826.0.1.3680043.8.498.11447542941959800581541313722844637822,472
1.2.826.0.1.3680043.8.498.11448914819040279401099207746757745275,214
1.2.826.0.1.3680043.8.498.11458301839231615260586651913402134596,549
1.2.826.0.1.3680043.8.498.11459687383583139703179599546956576273,466
1.2.826.0.1.3680043.8.498.11460751621625974738814953970482699017,122
1.2.826.0.1.3680043.8.498.11462320626926254613611813204488540275,1
1.2.826.0.1.3680043.8.498.11463275197433782279469105716256877851,25
1.2.826.0.1.3680043.8.498.11463544727069639019206298292915089463,205
1.2.826.0.1.3680043.8.498.11466016618035234391071120016712127446,573
1.2.826.0.1.3680043.8.498.11467750523463646566610189302158711035,405
1.2.826.0.1.3680043.8.498.11467864225381867528457397602560884904,120
1.2.826.0.1.3680043.8.498.11468868984481529455950253322605864336,37
1.2.826.0.1.3680043.8.498.11471366700523918479530763466421330130,120
1.2.826.0.1.3680043.8.498.11473212599627365837004038259312976963,16
1.2.826.0.1.3680043.8.498.11475385402796413077143263849872642968,205
1.2.826.0.1.3680043.8.498.11477292164941116323181392813769136101,180
1.2.826.0.1.3680043.8.498.11478816837891305559853287299971650180,175
1.2.826.0.1.3680043.8.498.11479005683427488583403034382744140003,674
1.2.826.0.1.3680043.8.498.11483178884608438951893432401157885567,444
1.2.826.0.1.3680043.8.498.11490439719651679785064320691089621986,663
1.2.826.0.1.3680043.8.498.11490617987607156548178887125088700618,25
1.2.826.0.1.3680043.8.498.11492176559479907609783385614768335524,120
1.2.826.0.1.3680043.8.498.11492722733813775919101892877313525440,28
1.2.826.0.1.3680043.8.498.11502665477458823819226843538923328224,1
1.2.826.0.1.3680043.8.498.11504459395565711149380261095223705023,120
1.2.826.0.1.3680043.8.498.11507335675495572698520475400694364907,252
1.2.826.0.1.3680043.8.498.11507545288604071234448567382221917460,26
1.2.826.0.1.3680043.8.498.11508272002853019062021521690159906073,28
1.2.826.0.1.3680043.8.498.11517795266774089418445206917175480569,24
1.2.826.0.1.3680043.8.498.11517979322982429374724617746876669106,321
1.2.826.0.1.3680043.8.498.11520870097231550107457991899847738783,872
1.2.826.0.1.3680043.8.498.11522222773163005281324331853190928989,143
1.2.826.0.1.3680043.8.498.11523459811242391588952956562902023978,196
1.2.826.0.1.3680043.8.498.11527986509512933171256788651291467752,798
1.2.826.0.1.3680043.8.498.11529975087860458425195342382849199574,831
1.2.826.0.1.3680043.8.498.11531979303821065963317989185949856010,205
1.2.826.0.1.3680043.8.498.11533656987313946372227019583653405870,40
1.2.826.0.1.3680043.8.498.11536671867349711405908282278271798495,110
1.2.826.0.1.3680043.8.498.11543162761272475757823627747099197134,777
1.2.826.0.1.3680043.8.498.11543784511874538739047261219771873902,1
1.2.826.0.1.3680043.8.498.11545059398338878021079593212501951354,197
1.2.826.0.1.3680043.8.498.11547901590944008758406719168069294230,36
1.2.826.0.1.3680043.8.498.11553552715344837404870859935370242558,152
1.2.826.0.1.3680043.8.498.11553710245477993984816277203712389062,337
1.2.826.0.1.3680043.8.498.11554366483100797911177717823300961232,208
1.2.826.0.1.3680043.8.498.11556626659736398320970606385343433667,120
1.2.826.0.1.3680043.8.498.11557464859397815362951522785245632020,47
1.2.826.0.1.3680043.8.498.11562134640551455065601829442543165246,23
1.2.826.0.1.3680043.8.498.11563208304552417851325515927679108441,256
1.2.826.0.1.3680043.8.498.11575194956143871922194716810612477350,1
1.2.826.0.1.3680043.8.498.11575583898777522257390792768164154019,188
1.2.826.0.1.3680043.8.498.11584431916805637315621008787747325270,223
1.2.826.0.1.3680043.8.498.11591388730085417200478566862614710230,248
1.2.826.0.1.3680043.8.498.11591596246697336755294440131678454519,95
1.2.826.0.1.3680043.8.498.11595784804333386913929562970230570016,216
1.2.826.0.1.3680043.8.498.11603144501559855449369261437592919778,821
1.2.826.0.1.3680043.8.498.11611375323885906588320466942519141315,25
1.2.826.0.1.3680043.8.498.11615757788238100206634862798239015579,464
1.2.826.0.1.3680043.8.498.11617493849163588109289713709426299247,253
1.2.826.0.1.3680043.8.498.11617625708914058364177820682240771231,331
1.2.826.0.1.3680043.8.498.11622407293274674743639894023289564974,124
1.2.826.0.1.3680043.8.498.11622459383595849675301622767404860443,220
1.2.826.0.1.3680043.8.498.11624217734793256238140178687655335066,265
1.2.826.0.1.3680043.8.498.11626515658801775324330563469776288062,912
1.2.826.0.1.3680043.8.498.11639720015527164474926997755882681707,40
1.2.826.0.1.3680043.8.498.11641438607169452758239778414614826230,30
1.2.826.0.1.3680043.8.498.11641550871841639366545690649350353878,259
1.2.826.0.1.3680043.8.498.11645644331397808186563957029574651266,188
1.2.826.0.1.3680043.8.498.11649931833016938583483898436605176152,248
1.2.826.0.1.3680043.8.498.11653300342091127541960781103313498609,171
1.2.826.0.1.3680043.8.498.11653443639338516828198177527745282091,208
1.2.826.0.1.3680043.8.498.11655058622515661344492641900135368017,513
1.2.826.0.1.3680043.8.498.11655725595268673512880668156523035858,601
1.2.826.0.1.3680043.8.498.11657480522264114621218248447351528253,25
1.2.826.0.1.3680043.8.498.11658147336900187094763263132060373630,25
1.2.826.0.1.3680043.8.498.11663064993806591082419515045272616033,312
1.2.826.0.1.3680043.8.498.11663860581439464349118577966262696705,650
1.2.826.0.1.3680043.8.498.11668579155213916067868869357325167887,124
1.2.826.0.1.3680043.8.498.11669769766276754649131770309043786184,72
1.2.826.0.1.3680043.8.498.11672858870690273349639253991912039978,250
1.2.826.0.1.3680043.8.498.11676586373935998109323373761632474016,1
1.2.826.0.1.3680043.8.498.11683463682628706205506039256553979174,671
1.2.826.0.1.3680043.8.498.11686769387043749591030380354387915604,234
1.2.826.0.1.3680043.8.498.11692300135453283689578575043359789125,227
1.2.826.0.1.3680043.8.498.11695622507980273512065782038105682122,1
1.2.826.0.1.3680043.8.498.11699049791915731371701471034441935125,305
1.2.826.0.1.3680043.8.498.11700116779340282297409511464845951910,73
1.2.826.0.1.3680043.8.498.11700599666368340443053145619702763193,1
1.2.826.0.1.3680043.8.498.11702798556488409013522559198539143983,558
1.2.826.0.1.3680043.8.498.11704364704689916766716578448382491178,30
1.2.826.0.1.3680043.8.498.11714418914360425847012137429304676784,212
1.2.826.0.1.3680043.8.498.11726983978558252884597591163670158766,27
1.2.826.0.1.3680043.8.498.11731089624678785415420487370578919131,304
1.2.826.0.1.3680043.8.498.11740249008349915769389459212243082736,349
1.2.826.0.1.3680043.8.498.11744733695571640332031474471372678966,80
1.2.826.0.1.3680043.8.498.11745128478749676226580431935901732231,26
1.2.826.0.1.3680043.8.498.11746560050484688437744257160999900072,289
1.2.826.0.1.3680043.8.498.11750090122418969272970181545132714948,180
1.2.826.0.1.3680043.8.498.11757121149154087170689324647899240139,399
1.2.826.0.1.3680043.8.498.11758765671888261034090530914093092158,229
1.2.826.0.1.3680043.8.498.11761374915471567655997723323444419779,905
1.2.826.0.1.3680043.8.498.11765294929353657512021549705784815440,69
1.2.826.0.1.3680043.8.498.11767520497162147329050698293455082722,164
1.2.826.0.1.3680043.8.498.11770555505551879801098761930142132324,176
1.2.826.0.1.3680043.8.498.11771040754744523321089525995650003284,1
1.2.826.0.1.3680043.8.498.11771494672151095244751728186468436721,217
1.2.826.0.1.3680043.8.498.11772545330652739508075303939268792529,48
1.2.826.0.1.3680043.8.498.11776450499172121144481170405958665580,71
1.2.826.0.1.3680043.8.498.11776647849315767034604749792786451836,71
1.2.826.0.1.3680043.8.498.11778476437312389602061399260327836423,240
1.2.826.0.1.3680043.8.498.11778852985476982506782152283720022496,164
1.2.826.0.1.3680043.8.498.11782737009488527798452458835793901910,41
1.2.826.0.1.3680043.8.498.11786081592708908245460666996195965862,38
1.2.826.0.1.3680043.8.498.11788861239209204768203473275780433786,164
1.2.826.0.1.3680043.8.498.11790202261714722981615662259295860172,27
1.2.826.0.1.3680043.8.498.11794488217656768701434319895653514994,176
1.2.826.0.1.3680043.8.498.11794860231839785965033391960056891317,186
1.2.826.0.1.3680043.8.498.11798530207335736916333444551246253735,38
1.2.826.0.1.3680043.8.498.11798737145918066293673078961753309851,511
1.2.826.0.1.3680043.8.498.11799248445983129186248647366984842769,164
1.2.826.0.1.3680043.8.498.11800291018082360193765760987155392731,770
1.2.826.0.1.3680043.8.498.11803165609676254121619440849252820960,279
1.2.826.0.1.3680043.8.498.11803650639437261093226018672112512148,216
1.2.826.0.1.3680043.8.498.11804738474871355017550625960380681676,98
1.2.826.0.1.3680043.8.498.11804908421660341497390635029084960084,496
1.2.826.0.1.3680043.8.498.11806151820980520618204508159393944017,283
1.2.826.0.1.3680043.8.498.11810118622295763293156375884304476552,79
1.2.826.0.1.3680043.8.498.11813421516659033221303340555469475669,532
1.2.826.0.1.3680043.8.498.11814351750282876670979685375515221520,877
1.2.826.0.1.3680043.8.498.11821446229980500432989393232863242415,959
1.2.826.0.1.3680043.8.498.11829719935979747624283087339252553786,43
